,Stazione,Data inizio,Data fine,Strumento,PM10,Unità di misura,F1,F2,F3,F4
267,DE AMICIS,10/09/2010,11/09/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
268,DE AMICIS,11/09/2010,12/09/2010,FAI SWAM 5A,16.0,ug/m3,,1,1,1
269,DE AMICIS,12/09/2010,13/09/2010,FAI SWAM 5A,16.0,ug/m3,,1,1,1
270,DE AMICIS,13/09/2010,14/09/2010,FAI SWAM 5A,17.0,ug/m3,,1,1,1
271,DE AMICIS,14/09/2010,15/09/2010,FAI SWAM 5A,18.0,ug/m3,,1,1,1
272,DE AMICIS,15/09/2010,16/09/2010,FAI SWAM 5A,16.0,ug/m3,,1,1,1
273,DE AMICIS,16/09/2010,17/09/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
274,DE AMICIS,17/09/2010,18/09/2010,FAI SWAM 5A,17.0,ug/m3,,1,1,1
275,DE AMICIS,18/09/2010,19/09/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
276,DE AMICIS,19/09/2010,20/09/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
277,DE AMICIS,20/09/2010,21/09/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
278,DE AMICIS,21/09/2010,22/09/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
279,DE AMICIS,22/09/2010,23/09/2010,FAI SWAM 5A,25.0,ug/m3,,1,1,1
280,DE AMICIS,23/09/2010,24/09/2010,FAI SWAM 5A,26.0,ug/m3,,1,1,1
281,DE AMICIS,24/09/2010,25/09/2010,FAI SWAM 5A,36.0,ug/m3,,1,1,1
282,DE AMICIS,25/09/2010,26/09/2010,FAI SWAM 5A,6.0,ug/m3,,1,1,1
283,DE AMICIS,26/09/2010,27/09/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
284,DE AMICIS,27/09/2010,28/09/2010,FAI SWAM 5A,18.0,ug/m3,,1,1,1
285,DE AMICIS,28/09/2010,29/09/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
286,DE AMICIS,29/09/2010,30/09/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
287,DE AMICIS,30/09/2010,01/10/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
288,DE AMICIS,01/10/2010,02/10/2010,FAI SWAM 5A,24.0,ug/m3,,1,1,1
289,DE AMICIS,02/10/2010,03/10/2010,FAI SWAM 5A,34.0,ug/m3,,1,1,1
290,DE AMICIS,03/10/2010,04/10/2010,FAI SWAM 5A,28.0,ug/m3,,1,1,1
291,DE AMICIS,04/10/2010,05/10/2010,FAI SWAM 5A,29.0,ug/m3,,1,1,1
292,DE AMICIS,05/10/2010,06/10/2010,FAI SWAM 5A,11.0,ug/m3,,1,1,1
293,DE AMICIS,06/10/2010,07/10/2010,FAI SWAM 5A,17.0,ug/m3,,1,1,1
294,DE AMICIS,07/10/2010,08/10/2010,FAI SWAM 5A,29.0,ug/m3,,1,1,1
295,DE AMICIS,08/10/2010,09/10/2010,FAI SWAM 5A,27.0,ug/m3,,1,1,1
296,DE AMICIS,09/10/2010,10/10/2010,FAI SWAM 5A,28.0,ug/m3,,1,1,1
297,DE AMICIS,10/10/2010,11/10/2010,FAI SWAM 5A,26.0,ug/m3,,1,1,1
298,DE AMICIS,11/10/2010,12/10/2010,FAI SWAM 5A,31.0,ug/m3,,1,1,1
299,DE AMICIS,12/10/2010,13/10/2010,FAI SWAM 5A,39.0,ug/m3,,1,1,1
300,DE AMICIS,13/10/2010,14/10/2010,FAI SWAM 5A,43.0,ug/m3,,1,1,1
301,DE AMICIS,14/10/2010,15/10/2010,FAI SWAM 5A,55.0,ug/m3,,1,1,1
302,DE AMICIS,15/10/2010,16/10/2010,FAI SWAM 5A,60.0,ug/m3,,1,1,1
303,DE AMICIS,16/10/2010,17/10/2010,FAI SWAM 5A,46.0,ug/m3,,1,1,1
304,DE AMICIS,17/10/2010,18/10/2010,FAI SWAM 5A,9.0,ug/m3,,1,1,1
305,DE AMICIS,18/10/2010,19/10/2010,FAI SWAM 5A,18.0,ug/m3,,1,1,1
306,DE AMICIS,19/10/2010,20/10/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
307,DE AMICIS,20/10/2010,21/10/2010,FAI SWAM 5A,32.0,ug/m3,,1,1,1
308,DE AMICIS,21/10/2010,22/10/2010,FAI SWAM 5A,35.0,ug/m3,,1,1,1
309,DE AMICIS,22/10/2010,23/10/2010,FAI SWAM 5A,51.0,ug/m3,,1,1,1
310,DE AMICIS,23/10/2010,24/10/2010,FAI SWAM 5A,74.0,ug/m3,,1,1,1
311,DE AMICIS,24/10/2010,25/10/2010,FAI SWAM 5A,62.0,ug/m3,,1,1,1
312,DE AMICIS,25/10/2010,26/10/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
313,DE AMICIS,26/10/2010,27/10/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
314,DE AMICIS,27/10/2010,28/10/2010,FAI SWAM 5A,20.0,ug/m3,,1,1,1
315,DE AMICIS,28/10/2010,29/10/2010,FAI SWAM 5A,34.0,ug/m3,,1,1,1
316,DE AMICIS,29/10/2010,30/10/2010,FAI SWAM 5A,29.0,ug/m3,,1,1,1
317,DE AMICIS,30/10/2010,31/10/2010,FAI SWAM 5A,58.0,ug/m3,,1,1,1
318,DE AMICIS,31/10/2010,01/11/2010,FAI SWAM 5A,26.0,ug/m3,,1,1,1
319,DE AMICIS,01/11/2010,02/11/2010,FAI SWAM 5A,28.0,ug/m3,,1,1,1
320,DE AMICIS,02/11/2010,03/11/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
321,DE AMICIS,03/11/2010,04/11/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
322,DE AMICIS,04/11/2010,05/11/2010,FAI SWAM 5A,41.0,ug/m3,,1,1,1
323,DE AMICIS,05/11/2010,06/11/2010,FAI SWAM 5A,47.0,ug/m3,,1,1,1
324,DE AMICIS,06/11/2010,07/11/2010,FAI SWAM 5A,43.0,ug/m3,,1,1,1
325,DE AMICIS,07/11/2010,08/11/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
326,DE AMICIS,08/11/2010,09/11/2010,FAI SWAM 5A,,ug/m3,,-1,-1,1
327,DE AMICIS,09/11/2010,10/11/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
328,DE AMICIS,10/11/2010,11/11/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
329,DE AMICIS,11/11/2010,12/11/2010,FAI SWAM 5A,43.0,ug/m3,,1,1,1
330,DE AMICIS,12/11/2010,13/11/2010,FAI SWAM 5A,46.0,ug/m3,,1,1,1
331,DE AMICIS,13/11/2010,14/11/2010,FAI SWAM 5A,70.0,ug/m3,,1,1,1
332,DE AMICIS,14/11/2010,15/11/2010,FAI SWAM 5A,47.0,ug/m3,,1,1,1
333,DE AMICIS,15/11/2010,16/11/2010,FAI SWAM 5A,39.0,ug/m3,,1,1,1
334,DE AMICIS,16/11/2010,17/11/2010,FAI SWAM 5A,20.0,ug/m3,,1,1,1
335,DE AMICIS,17/11/2010,18/11/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
336,DE AMICIS,18/11/2010,19/11/2010,FAI SWAM 5A,26.0,ug/m3,,1,1,1
337,DE AMICIS,19/11/2010,20/11/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
338,DE AMICIS,20/11/2010,21/11/2010,FAI SWAM 5A,42.0,ug/m3,,1,1,1
339,DE AMICIS,21/11/2010,22/11/2010,FAI SWAM 5A,27.0,ug/m3,,1,1,1
340,DE AMICIS,22/11/2010,23/11/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
341,DE AMICIS,23/11/2010,24/11/2010,FAI SWAM 5A,33.0,ug/m3,,1,1,1
342,DE AMICIS,24/11/2010,25/11/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
343,DE AMICIS,25/11/2010,26/11/2010,FAI SWAM 5A,37.0,ug/m3,,1,1,1
344,DE AMICIS,26/11/2010,27/11/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
345,DE AMICIS,27/11/2010,28/11/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
346,DE AMICIS,28/11/2010,29/11/2010,FAI SWAM 5A,17.0,ug/m3,,1,1,1
347,DE AMICIS,29/11/2010,30/11/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
348,DE AMICIS,30/11/2010,01/12/2010,FAI SWAM 5A,28.0,ug/m3,,1,1,1
349,DE AMICIS,01/12/2010,02/12/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
350,DE AMICIS,02/12/2010,03/12/2010,FAI SWAM 5A,27.0,ug/m3,,1,1,1
351,DE AMICIS,03/12/2010,04/12/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
352,DE AMICIS,04/12/2010,05/12/2010,FAI SWAM 5A,26.0,ug/m3,,1,1,1
353,DE AMICIS,05/12/2010,06/12/2010,FAI SWAM 5A,32.0,ug/m3,,1,1,1
354,DE AMICIS,06/12/2010,07/12/2010,FAI SWAM 5A,40.0,ug/m3,,1,1,1
355,DE AMICIS,07/12/2010,08/12/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
356,DE AMICIS,08/12/2010,09/12/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
357,DE AMICIS,09/12/2010,10/12/2010,FAI SWAM 5A,31.0,ug/m3,,1,1,1
358,DE AMICIS,10/12/2010,11/12/2010,FAI SWAM 5A,24.0,ug/m3,,1,1,1
359,DE AMICIS,11/12/2010,12/12/2010,FAI SWAM 5A,37.0,ug/m3,,1,1,1
360,DE AMICIS,12/12/2010,13/12/2010,FAI SWAM 5A,44.0,ug/m3,,1,1,1
361,DE AMICIS,13/12/2010,14/12/2010,FAI SWAM 5A,29.0,ug/m3,,1,1,1
362,DE AMICIS,14/12/2010,15/12/2010,FAI SWAM 5A,25.0,ug/m3,,1,1,1
363,DE AMICIS,15/12/2010,16/12/2010,FAI SWAM 5A,50.0,ug/m3,,1,1,1
364,DE AMICIS,16/12/2010,17/12/2010,FAI SWAM 5A,47.0,ug/m3,,1,1,1
365,DE AMICIS,17/12/2010,18/12/2010,FAI SWAM 5A,35.0,ug/m3,,1,1,1
366,DE AMICIS,18/12/2010,19/12/2010,FAI SWAM 5A,40.0,ug/m3,,1,1,1
367,DE AMICIS,19/12/2010,20/12/2010,FAI SWAM 5A,51.0,ug/m3,,1,1,1
368,DE AMICIS,20/12/2010,21/12/2010,FAI SWAM 5A,45.0,ug/m3,,1,1,1
369,DE AMICIS,21/12/2010,22/12/2010,FAI SWAM 5A,68.0,ug/m3,,1,1,1
370,DE AMICIS,22/12/2010,23/12/2010,FAI SWAM 5A,42.0,ug/m3,,1,1,1
371,DE AMICIS,23/12/2010,24/12/2010,FAI SWAM 5A,27.0,ug/m3,,1,1,1
372,DE AMICIS,24/12/2010,25/12/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
373,DE AMICIS,25/12/2010,26/12/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
374,DE AMICIS,26/12/2010,27/12/2010,FAI SWAM 5A,11.0,ug/m3,,1,1,1
375,DE AMICIS,27/12/2010,28/12/2010,FAI SWAM 5A,30.0,ug/m3,,1,1,1
376,DE AMICIS,28/12/2010,29/12/2010,FAI SWAM 5A,38.0,ug/m3,,1,1,1
377,DE AMICIS,29/12/2010,30/12/2010,FAI SWAM 5A,52.0,ug/m3,,1,1,1
378,DE AMICIS,30/12/2010,31/12/2010,FAI SWAM 5A,62.0,ug/m3,,1,1,1
379,DE AMICIS,31/12/2010,01/01/2011,FAI SWAM 5A,80.0,ug/m3,,1,1,1
380,DE AMICIS,01/01/2011,02/01/2011,FAI SWAM 5A,73.0,ug/m3,,1,1,1
381,DE AMICIS,02/01/2011,03/01/2011,FAI SWAM 5A,94.0,ug/m3,,1,1,1
382,DE AMICIS,03/01/2011,04/01/2011,FAI SWAM 5A,46.0,ug/m3,,1,1,1
383,DE AMICIS,04/01/2011,05/01/2011,FAI SWAM 5A,30.0,ug/m3,,1,1,1
384,DE AMICIS,05/01/2011,06/01/2011,FAI SWAM 5A,50.0,ug/m3,,1,1,1
385,DE AMICIS,06/01/2011,07/01/2011,FAI SWAM 5A,50.0,ug/m3,,1,1,1
386,DE AMICIS,07/01/2011,08/01/2011,FAI SWAM 5A,64.0,ug/m3,,1,1,1
387,DE AMICIS,08/01/2011,09/01/2011,FAI SWAM 5A,58.0,ug/m3,,1,1,1
388,DE AMICIS,09/01/2011,10/01/2011,FAI SWAM 5A,45.0,ug/m3,,1,1,1
389,DE AMICIS,10/01/2011,11/01/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
390,DE AMICIS,11/01/2011,12/01/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
391,DE AMICIS,12/01/2011,13/01/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
392,DE AMICIS,13/01/2011,14/01/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
393,DE AMICIS,14/01/2011,15/01/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
394,DE AMICIS,15/01/2011,16/01/2011,FAI SWAM 5A,30.0,ug/m3,,1,1,1
395,DE AMICIS,16/01/2011,17/01/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
396,DE AMICIS,17/01/2011,18/01/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
397,DE AMICIS,18/01/2011,19/01/2011,FAI SWAM 5A,33.0,ug/m3,,1,1,1
398,DE AMICIS,19/01/2011,20/01/2011,FAI SWAM 5A,35.0,ug/m3,,1,1,1
399,DE AMICIS,20/01/2011,21/01/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
400,DE AMICIS,21/01/2011,22/01/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
401,DE AMICIS,22/01/2011,23/01/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
402,DE AMICIS,23/01/2011,24/01/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
403,DE AMICIS,24/01/2011,25/01/2011,FAI SWAM 5A,40.0,ug/m3,,1,1,1
404,DE AMICIS,25/01/2011,26/01/2011,FAI SWAM 5A,55.0,ug/m3,,1,1,1
405,DE AMICIS,26/01/2011,27/01/2011,FAI SWAM 5A,86.0,ug/m3,,1,1,1
406,DE AMICIS,27/01/2011,28/01/2011,FAI SWAM 5A,80.0,ug/m3,,1,1,1
407,DE AMICIS,28/01/2011,29/01/2011,FAI SWAM 5A,38.0,ug/m3,,1,1,1
408,DE AMICIS,29/01/2011,30/01/2011,FAI SWAM 5A,37.0,ug/m3,,1,1,1
409,DE AMICIS,30/01/2011,31/01/2011,FAI SWAM 5A,37.0,ug/m3,,1,1,1
410,DE AMICIS,31/01/2011,01/02/2011,FAI SWAM 5A,38.0,ug/m3,,1,1,1
411,DE AMICIS,01/02/2011,02/02/2011,FAI SWAM 5A,54.0,ug/m3,,1,1,1
412,DE AMICIS,02/02/2011,03/02/2011,FAI SWAM 5A,55.0,ug/m3,,1,1,1
413,DE AMICIS,03/02/2011,04/02/2011,FAI SWAM 5A,44.0,ug/m3,,1,1,1
414,DE AMICIS,04/02/2011,05/02/2011,FAI SWAM 5A,36.0,ug/m3,,1,1,1
415,DE AMICIS,05/02/2011,06/02/2011,FAI SWAM 5A,37.0,ug/m3,,1,1,1
416,DE AMICIS,06/02/2011,07/02/2011,FAI SWAM 5A,39.0,ug/m3,,1,1,1
417,DE AMICIS,07/02/2011,08/02/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
418,DE AMICIS,08/02/2011,09/02/2011,FAI SWAM 5A,61.0,ug/m3,,1,1,1
419,DE AMICIS,09/02/2011,10/02/2011,FAI SWAM 5A,82.0,ug/m3,,1,1,1
420,DE AMICIS,10/02/2011,11/02/2011,FAI SWAM 5A,66.0,ug/m3,,1,1,1
421,DE AMICIS,11/02/2011,12/02/2011,FAI SWAM 5A,33.0,ug/m3,,1,1,1
422,DE AMICIS,12/02/2011,13/02/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
423,DE AMICIS,13/02/2011,14/02/2011,FAI SWAM 5A,86.0,ug/m3,,1,1,1
424,DE AMICIS,14/02/2011,15/02/2011,FAI SWAM 5A,106.0,ug/m3,,1,1,1
425,DE AMICIS,15/02/2011,16/02/2011,FAI SWAM 5A,95.0,ug/m3,,1,1,1
426,DE AMICIS,16/02/2011,17/02/2011,FAI SWAM 5A,39.0,ug/m3,,1,1,1
427,DE AMICIS,17/02/2011,18/02/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
428,DE AMICIS,18/02/2011,19/02/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
429,DE AMICIS,19/02/2011,20/02/2011,FAI SWAM 5A,36.0,ug/m3,,1,1,1
430,DE AMICIS,20/02/2011,21/02/2011,FAI SWAM 5A,34.0,ug/m3,,1,1,1
431,DE AMICIS,21/02/2011,22/02/2011,FAI SWAM 5A,38.0,ug/m3,,1,1,1
432,DE AMICIS,22/02/2011,23/02/2011,FAI SWAM 5A,39.0,ug/m3,,1,1,1
433,DE AMICIS,23/02/2011,24/02/2011,FAI SWAM 5A,43.0,ug/m3,,1,1,1
434,DE AMICIS,24/02/2011,25/02/2011,FAI SWAM 5A,56.0,ug/m3,,1,1,1
435,DE AMICIS,25/02/2011,26/02/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
436,DE AMICIS,26/02/2011,27/02/2011,FAI SWAM 5A,45.0,ug/m3,,1,1,1
437,DE AMICIS,27/02/2011,28/02/2011,FAI SWAM 5A,37.0,ug/m3,,1,1,1
438,DE AMICIS,28/02/2011,01/03/2011,FAI SWAM 5A,33.0,ug/m3,,1,1,1
439,DE AMICIS,01/03/2011,02/03/2011,FAI SWAM 5A,34.0,ug/m3,,1,1,1
440,DE AMICIS,02/03/2011,03/03/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
441,DE AMICIS,03/03/2011,04/03/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
442,DE AMICIS,04/03/2011,05/03/2011,FAI SWAM 5A,37.0,ug/m3,,1,1,1
443,DE AMICIS,05/03/2011,06/03/2011,FAI SWAM 5A,44.0,ug/m3,,1,1,1
444,DE AMICIS,06/03/2011,07/03/2011,FAI SWAM 5A,39.0,ug/m3,,1,1,1
445,DE AMICIS,07/03/2011,08/03/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
446,DE AMICIS,08/03/2011,09/03/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
447,DE AMICIS,09/03/2011,10/03/2011,FAI SWAM 5A,41.0,ug/m3,,1,1,1
448,DE AMICIS,10/03/2011,11/03/2011,FAI SWAM 5A,51.0,ug/m3,,1,1,1
449,DE AMICIS,11/03/2011,12/03/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
450,DE AMICIS,12/03/2011,13/03/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
451,DE AMICIS,13/03/2011,14/03/2011,FAI SWAM 5A,50.0,ug/m3,,1,1,1
452,DE AMICIS,14/03/2011,15/03/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
453,DE AMICIS,15/03/2011,16/03/2011,FAI SWAM 5A,34.0,ug/m3,,1,1,1
454,DE AMICIS,16/03/2011,17/03/2011,FAI SWAM 5A,8.0,ug/m3,,1,1,1
455,DE AMICIS,17/03/2011,18/03/2011,FAI SWAM 5A,5.0,ug/m3,,1,1,1
456,DE AMICIS,18/03/2011,19/03/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
457,DE AMICIS,19/03/2011,20/03/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
458,DE AMICIS,20/03/2011,21/03/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
459,DE AMICIS,21/03/2011,22/03/2011,FAI SWAM 5A,34.0,ug/m3,,1,1,1
460,DE AMICIS,22/03/2011,23/03/2011,FAI SWAM 5A,36.0,ug/m3,,1,1,1
461,DE AMICIS,23/03/2011,24/03/2011,FAI SWAM 5A,35.0,ug/m3,,1,1,1
462,DE AMICIS,24/03/2011,25/03/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
463,DE AMICIS,25/03/2011,26/03/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
464,DE AMICIS,26/03/2011,27/03/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
465,DE AMICIS,27/03/2011,28/03/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
466,DE AMICIS,28/03/2011,29/03/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
467,DE AMICIS,29/03/2011,30/03/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
468,DE AMICIS,30/03/2011,31/03/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
469,DE AMICIS,31/03/2011,01/04/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
470,DE AMICIS,01/04/2011,02/04/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
471,DE AMICIS,02/04/2011,03/04/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
472,DE AMICIS,03/04/2011,04/04/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
473,DE AMICIS,04/04/2011,05/04/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
474,DE AMICIS,05/04/2011,06/04/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
475,DE AMICIS,06/04/2011,07/04/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
476,DE AMICIS,07/04/2011,08/04/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
477,DE AMICIS,08/04/2011,09/04/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
478,DE AMICIS,09/04/2011,10/04/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
479,DE AMICIS,10/04/2011,11/04/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
480,DE AMICIS,11/04/2011,12/04/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
481,DE AMICIS,12/04/2011,13/04/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
482,DE AMICIS,13/04/2011,14/04/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
483,DE AMICIS,14/04/2011,15/04/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
484,DE AMICIS,15/04/2011,16/04/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
485,DE AMICIS,16/04/2011,17/04/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
486,DE AMICIS,17/04/2011,18/04/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
487,DE AMICIS,18/04/2011,19/04/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
488,DE AMICIS,19/04/2011,20/04/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
489,DE AMICIS,20/04/2011,21/04/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
490,DE AMICIS,21/04/2011,22/04/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
491,DE AMICIS,22/04/2011,23/04/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
492,DE AMICIS,23/04/2011,24/04/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
493,DE AMICIS,24/04/2011,25/04/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
494,DE AMICIS,25/04/2011,26/04/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
495,DE AMICIS,26/04/2011,27/04/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
496,DE AMICIS,27/04/2011,28/04/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
497,DE AMICIS,28/04/2011,29/04/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
498,DE AMICIS,29/04/2011,30/04/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
499,DE AMICIS,30/04/2011,01/05/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
500,DE AMICIS,01/05/2011,02/05/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
501,DE AMICIS,02/05/2011,03/05/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
502,DE AMICIS,03/05/2011,04/05/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
503,DE AMICIS,04/05/2011,05/05/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
504,DE AMICIS,05/05/2011,06/05/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
505,DE AMICIS,06/05/2011,07/05/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
506,DE AMICIS,07/05/2011,08/05/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
507,DE AMICIS,08/05/2011,09/05/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
508,DE AMICIS,09/05/2011,10/05/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
509,DE AMICIS,10/05/2011,11/05/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
510,DE AMICIS,11/05/2011,12/05/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
511,DE AMICIS,12/05/2011,13/05/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
512,DE AMICIS,13/05/2011,14/05/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
513,DE AMICIS,14/05/2011,15/05/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
514,DE AMICIS,15/05/2011,16/05/2011,FAI SWAM 5A,7.0,ug/m3,,1,1,1
515,DE AMICIS,16/05/2011,17/05/2011,FAI SWAM 5A,9.0,ug/m3,,1,1,1
516,DE AMICIS,17/05/2011,18/05/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
517,DE AMICIS,18/05/2011,19/05/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
518,DE AMICIS,19/05/2011,20/05/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
519,DE AMICIS,20/05/2011,21/05/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
520,DE AMICIS,21/05/2011,22/05/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
521,DE AMICIS,22/05/2011,23/05/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
522,DE AMICIS,23/05/2011,24/05/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
523,DE AMICIS,24/05/2011,25/05/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
524,DE AMICIS,25/05/2011,26/05/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
525,DE AMICIS,26/05/2011,27/05/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
526,DE AMICIS,27/05/2011,28/05/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
527,DE AMICIS,28/05/2011,29/05/2011,FAI SWAM 5A,7.0,ug/m3,,1,1,1
528,DE AMICIS,29/05/2011,30/05/2011,FAI SWAM 5A,8.0,ug/m3,,1,1,1
529,DE AMICIS,30/05/2011,31/05/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
530,DE AMICIS,31/05/2011,01/06/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
531,DE AMICIS,01/06/2011,02/06/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
532,DE AMICIS,02/06/2011,03/06/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
533,DE AMICIS,03/06/2011,04/06/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
534,DE AMICIS,04/06/2011,05/06/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
